#Diffusion Coefficient in µm^2/s; Linear fit performed on the 4 first points of trajectories > 8 points
#Pixel size= .106µm ; Frame rate= .02sec
ROI	Trace	D(µm²/s)	MSD(0)	MSE
 1	 160	 1.23933465453917E-02	 3.78661323338996E-02	 1.14292536142423E-02
 1	 161	 2.73721878432742E-02	 1.20551028851599E-02	 .585374857182981
 1	 162	 2.00257918897742E-02	 2.17241159615891E-04	 .954730965597738
 1	 163	 .415194133261328	-4.88109189004657E-04	 .989460751804477
 1	 164	 .241542774054794	 1.18572149737235E-03	 .984501826788946
 1	 165	 .484962287806741	-1.92229828301748E-02	 .987328291899572
 1	 166	 .370902857496312	-8.75550182626355E-03	 .948137498676391
 1	 167	 6.15258042128208E-02	 1.20890149098017E-02	 .806575626254772
 1	 168	 6.28187052514462E-02	 9.8525366271735E-03	 .491045666725945
 1	 169	 5.41067794448627E-02	 3.44288525632109E-03	 .979393148612661
 1	 170	 .477793780259066	-1.38140610999297E-02	 .993623935270714
 1	 171	 7.42446909981025E-04	 .00108883509506	 9.93245898934019E-02
 1	 172	 .104037339558395	 5.92480125599345E-03	 .9420302349826
 1	 173	 .00001	 3.12113487819059E-02	 .314899927450754
 1	 174	 5.58170831746122E-02	 3.84766282667268E-03	 .910350606668692
 1	 175	 .232590805505288	 2.02132590741098E-02	 .834602253552074
 1	 176	 .345219674385555	-4.55146207070189E-03	 .992725327445299
 1	 177	 6.82213402650432E-02	 3.43201286305145E-03	 .983203965730285
 1	 178	 .197702967947758	-7.08830909511597E-04	 .967519901324909
 1	 179	 .642882586042271	-4.55536234214487E-02	 .975395213883371
 1	 180	 3.83195895457407E-02	 1.41124056306784E-02	 .461738679269225
 1	 181	 .155119333554462	 2.54715428798238E-02	 .824690270957432
 1	 182	 .431576019130987	 1.93064893337949E-02	 .957987480124733
 1	 183	 4.08253571767268E-02	 4.04594749622007E-03	 .985323050960653
 1	 184	 5.61178985215192E-02	 8.67373281064652E-03	 .918067205490831
 1	 185	 8.81585878473196E-04	 1.75306625251249E-03	 .110990631858131
 1	 186	 .00001	 3.00083033200057E-03	 .861651981981961
 1	 187	 .268276871999459	-5.03786705272696E-03	 .999622207491551
 1	 188	 .00001	 6.59135451052848E-03	 .042844154021037
 1	 189	 2.84047576034185E-03	 1.32586942598996E-03	 .617564542651734
 1	 190	 .209125974187915	 7.38150704976766E-04	 .99995370209742
 1	 191	 .195508526384401	 6.75134152574894E-03	 .99626411427891
 1	 192	 .219216411447389	 6.52368362174963E-03	 .965380449597159
 1	 193	 .190321845808886	 9.66406766935887E-03	 .890525588421953
 1	 194	 8.08395906213136E-02	 9.88083221164306E-03	 .937207504829553
 1	 195	 .24712431117242	 2.77428664912414E-02	 .872866357114131
 1	 196	 .266743500499726	-1.22659495446177E-02	 .987125406196925
 1	 197	 4.00352900640314E-03	 1.35986566980033E-03	 .85207681603199
 1	 198	 3.11175314565032E-02	 .016287345394247	 .67356411625834
 1	 199	 .108171157686597	 1.84553986668064E-02	 .580151001887437
 1	 200	 .526814539526234	-1.93009605397191E-02	 .999804354599895
 1	 201	 .338408760439469	-3.42455430741148E-03	 .994029038962928
 1	 202	 .337152418842941	-1.31645222229747E-02	 .99781413897187
 1	 203	 .037085950069857	 2.11451686701246E-03	 .998874320168474
 1	 204	 1.01972460965253	-7.39497939836499E-02	 .96773593115392
 1	 205	 1.53601491747206E-02	 7.51253419477779E-03	 .798639894050231
 1	 206	 .349161504589761	-2.09360862760478E-02	 .980503842074921
 1	 207	 .00001	 4.62344901286224E-03	 .464482182843179
 1	 208	 2.83072193651489E-02	 3.07680907871131E-02	 6.45979119462016E-02
 1	 209	 4.17784859683945E-02	 4.42115251776092E-03	 .854386147057175
 1	 210	 1.21894556257653E-02	 3.80464266120241E-03	 .95237381240556
 1	 211	 2.61658141811738E-02	 6.43398434479312E-03	 .77892773446821
 1	 212	 5.14019584212354E-02	 3.17151868838749E-02	 .59157796777954
 1	 213	 .323417759357131	-2.54352498202809E-03	 .99366655212423
 1	 214	 .415447284799641	-7.94978301037195E-03	 .997027745171654
 1	 215	 .052371412468978	 1.53588599341369E-02	 .967204248060963
 1	 216	 .012151616226647	 3.53862199761088E-03	 .664897383229017
 1	 217	 .269255525456486	 1.34798814791099E-02	 .911609348090392
 1	 218	 .172846003025931	 6.44936461883466E-03	 .939050372452467
 1	 219	 1.56075202041316E-04	 1.30333786066756E-03	 1.73512343292588E-02
 1	 220	 .22642086499067	-6.95791061621372E-04	 .973848287896296
 1	 221	 .151794796795346	 2.01626894251394E-02	 .922889151539309
 1	 222	 9.64242667818675E-02	 2.44993755756379E-03	 .975000857410879
 1	 223	 .308909592781024	 6.54632842618909E-03	 .993058983375321
 1	 224	 .34881835395866	-4.34149734387934E-03	 .998691673496378
 1	 225	 .191725101603125	 1.40610664702378E-02	 .918877197713594
 1	 226	 .230792579126021	 1.00452120523087E-03	 .998252695480939
 1	 227	 .256194002086176	-5.2751887106894E-03	 .995734714639916
 1	 228	 5.11057248360247E-02	 6.44501174226843E-03	 .967719819560001
 1	 229	 .200294470071758	-2.7698621357065E-03	 .982159672774332
 1	 230	 .119521460751899	 1.13101574607057E-02	 .786724914027005
 1	 231	 .274486432894763	-3.84943895170808E-03	 .974745207114154
 1	 232	 .609350942934386	-1.81657983657346E-02	 .997709591721536
 1	 233	 .396859077183646	-8.20589513991787E-03	 .972797329588477
 1	 234	 8.88884440067476E-02	 1.30224538530147E-02	 .886359147002292
 1	 235	 7.34934499782789E-02	 1.97419262738101E-02	 .295069596545343
 1	 236	 5.10339281683294E-03	 2.81554292574762E-03	 .796166507077967
 1	 237	 .593011815251377	-1.87743724300236E-02	 .996829303841987
 1	 238	 9.58689220365636E-02	-1.65236555536024E-03	 .980722572749129
 1	 239	 .00001	 .002040146339179	 6.28795804870284E-03
 1	 240	 .59565337858675	 2.78326420046145E-03	 .929876159652609
 1	 241	 .154685801612438	 4.11981933871949E-03	 .983423856328048
 1	 242	 .225856533550834	-1.0108253974403E-03	 .981809887270782
 1	 243	 .140289181508133	-3.80231928166363E-03	 .967538254691856
 1	 244	 .229499044824241	 1.75003480027804E-02	 .985866487881139
 1	 245	 .599808127377061	-2.94484464739064E-02	 .978473995412608
 1	 246	 .350739837655979	 .021065482671157	 .967456651198447
 1	 247	 .00001	 3.62928861265799E-03	 .794635344738689
 1	 248	 .286571494888832	 3.51645856496152E-03	 .960820434958746
 1	 249	 .109654934371987	 1.37145660124673E-03	 .983657154606592
 1	 250	 .407689738313671	-1.49388812455788E-02	 .994689262579563
 1	 251	 .17024485761277	 1.45418791749272E-02	 .900836025375171
 1	 252	 2.96563710834389E-03	 1.78601867461812E-03	 .255633520772036
 1	 253	 4.88257247551025E-02	 9.95315337622268E-03	 .969048319565485
 1	 254	 9.26622390033193E-03	 4.8382364620969E-03	 .201067829024717
 1	 255	 7.68844151981671E-04	 1.30076455358797E-03	 .810403614799895
 1	 256	 .520881972257868	-1.09616144394115E-02	 .991039248991129
 1	 257	 4.36249073937083E-02	 2.57151300632068E-03	 .933150464431447
 1	 258	 .184115208341732	-7.66088927126451E-03	 .983889769405293
 1	 259	 1.56757546612577	-9.43928478007837E-02	 .984763246380728
 1	 261	 .264161169413324	 1.07971236670996E-02	 .978164045898757
 1	 262	 8.84663824709293E-04	 3.52213683380966E-03	 8.88839729403167E-02
 1	 263	 .313518188419411	-1.38959764231945E-02	 .980237266639317
 1	 264	 .487072210772792	-1.54565401991314E-02	 .9437715170503
 1	 265	 1.15374402202747E-02	 2.37840089172461E-03	 .732027767144655
 1	 266	 3.05992853846963E-02	 1.10271832350202E-02	 .723136444622104
 1	 267	 5.23449120454313E-03	 2.0274016984864E-03	 .968285992161738
 1	 268	 2.89468557292626E-03	 9.43329027665447E-04	 .777748630381609
 1	 269	 2.48218953347892E-02	 5.2803747567141E-03	 .716153113259479
 1	 270	 .163752089492528	-5.28726475490717E-04	 .994052589206444
 1	 271	 .300215047586324	-1.16642414557503E-02	 .999544873299295
 1	 272	 9.70053575337237E-02	 1.21983911128734E-02	 .953664576883023
 1	 273	 8.03820916122763E-02	 9.30815150645599E-03	 .910846324391752
 1	 274	 3.27083533414844E-02	 1.18743567875236E-02	 .488871727457695
 1	 275	 .102592077380211	 1.18656621241287E-02	 .844922576248109
 1	 276	 .800077116847734	-1.83054330563847E-02	 .998898570254035
 1	 277	 .196823657584306	 7.91054025396459E-02	 .81645021933252
 1	 278	 .457147268508867	-1.03000412246919E-02	 .999535407306789
 1	 279	 .525885066625561	-.019112930529633	 .983578573468354
 1	 280	 2.12947954289107E-03	 2.81981505783028E-03	 .136935747595021
 1	 281	 .00001	 5.09370914944193E-03	 .319120645728648
 1	 282	 4.03352079585058E-02	 5.09218654776934E-03	 .926385135608309
 1	 283	 7.96718834423764E-02	-2.66942506033287E-03	 .977218823378039
 1	 284	 2.66038138254503E-02	 .017883248443854	 .171735538746003
 1	 285	 1.78592042416657E-03	 .005384019564929	 6.27598412758904E-02
 1	 286	 .153414752612463	-2.11533834180143E-03	 .99060214107307
 1	 287	 .146606492357283	 1.72099546904751E-02	 .992800157813426
 1	 288	 .460730092077454	-1.26628217123214E-02	 .999372398329421
 1	 289	 .173375240831521	 7.43770782243522E-03	 .995681418812049
 1	 290	 .344981107743814	 2.03792910345243E-02	 .883056053184446
 1	 291	 4.33076745324325E-02	 1.30359733697023E-02	 .986995327406959
 1	 292	 .298004375700838	 1.95590716519188E-02	 .848889799162458
 1	 293	 .00001	 2.88682862045754E-03	 .974877255468686
 1	 294	 1.18429145217561E-02	 7.77299377567477E-03	 .916570118364072
 1	 295	 8.35360582362307E-04	 1.77736159366789E-03	 9.65546848847131E-02
 1	 296	 .00001	 1.93312425354232E-03	 .015299995139432
 1	 297	 .00001	 4.87264410462218E-03	 1.60051869662691E-02
 1	 298	 .601346143450663	-3.72416681126198E-02	 .982331828228282
 1	 299	 .371366710321697	-.020901479523279	 .983577822755825
 1	 300	 8.66534660039052E-03	 9.24477327119843E-04	 .883193930001996
 1	 301	 .348732400318455	-1.79531097252773E-04	 .981417757729697
 1	 302	 .191619916103062	 2.69834968292898E-02	 .695526541702304
 1	 303	 .165859779483817	 1.52697688348327E-02	 .819936880024345
 1	 304	 .402790516108091	-5.81259316713768E-03	 .992346934176146
 1	 305	 .00001	 3.65843299134231E-03	 4.57592394801462E-04
 1	 306	 6.10695239829264E-02	 1.09848108644539E-02	 .863732285292015
 1	 307	 6.91082707347621E-02	 1.28712452268747E-02	 .915501928063634
 1	 308	 .081814507903762	-7.55555116156506E-04	 .983264433596303
 1	 309	 8.16650126292554E-02	 1.08700271245711E-02	 .857904284279373
 1	 310	 1.37769272345514E-02	 1.32365438588217E-02	 .237926341863589
 1	 311	 9.36101324868466E-02	 2.79318982664935E-02	 .585298629983663
 1	 312	 .20794288078716	-2.87122367151625E-03	 .986432321975971
 1	 313	 2.74009826006231E-02	 .020033711720953	 .634910643979059
 1	 314	 .00001	 8.48809946289305E-03	 .245384860147383
 1	 315	 .078271572186958	-1.18499544940486E-03	 .974802345466121
 1	 316	 .159284413974838	-3.09230150428961E-03	 .988616284458887
 1	 317	 8.24540398637053E-03	 3.99951298999592E-03	 .822102682094586
 1	 318	 2.11577715553278E-02	 1.12502592893361E-02	 .673051764652258
 1	 319	 .433831077823059	-1.11776928840537E-02	 .997169201214327
 1	 320	 .073000276726605	 3.69724837852664E-03	 .950366955881719
 1	 321	 .178980993931954	-.010466661395188	 .965809105153533
 1	 322	 9.91605652697308E-02	-2.52250584902682E-03	 .988820474622839
 1	 323	 8.02584243778329E-03	 1.88943832580523E-03	 .379915234827551
 1	 324	 .372557531375747	-1.70728406617873E-02	 .995677821933729
 1	 325	 .133521565665467	-3.63121342488731E-04	 .999572562922422
 1	 326	 .465821278672158	-1.91879401104117E-02	 .991547848978114
 1	 327	 .022383783796923	 5.39783272667131E-03	 .849213113877253
 1	 328	 2.56637694110921E-02	 5.41871392534252E-03	 .537258958634738
 1	 329	 5.33381319179857E-02	 2.13235580675874E-02	 .385116609283384
 1	 330	 .498128340344629	 1.23015493074542E-02	 .931894982112542
 1	 331	 .373981076614947	-.015821325700501	 .996949794048055
 1	 332	 .25252419685434	 .021807182445079	 .972690111013289
 1	 333	 .196480804168294	-5.8539340034362E-03	 .993301580430931
 1	 334	 9.98354696345374E-02	 3.13126927943174E-02	 .280186577864323
 1	 335	 1.85104193694999E-02	 6.17592494025171E-03	 .905047748797181
 1	 336	 2.29355257141407E-03	 2.90090454601445E-03	 .672882781074858
 1	 337	 .161708715153892	 6.94925590763788E-03	 .991762222007184
 1	 338	 .292565811689196	 .013369888556665	 .98531737743454
 1	 339	 8.22388551535782E-02	 2.80077819144111E-03	 .870809100301332
 1	 340	 .24292415320752	 2.94452445616412E-02	 .871479497043585
 1	 341	 .440924495690975	 4.30392092399661E-03	 .941720120237603
 1	 342	 .518696716886679	 5.89575044817994E-02	 .705301449544038
 1	 343	 1.10333311470376E-03	 2.47632611920688E-03	 .903262658078571
 1	 344	 .192064060958409	 2.67885631763807E-03	 .986991291513081
 1	 345	 7.48823412310956E-02	 .012489364964393	 .806446701817474
 1	 346	 .125212826968106	 8.78217924090859E-03	 .986457169711346
 1	 347	 7.80857672437693E-03	 2.84549399056022E-03	 .532914446266556
 1	 348	 3.17228061842036E-03	 7.10312345197051E-04	 .855720449759505
 1	 349	 5.39365220847337E-02	 7.04114908209589E-03	 .720025765089367
 1	 350	 .13127590591717	 2.36687877549118E-03	 .981088096463126
 1	 351	 .93363577522867	-5.28732243566876E-02	 .993485393445542
 1	 352	 .760763140614903	-.043810610678347	 .98834922272517
 1	 353	 .179080184428163	-7.06669620137907E-03	 .981030035906171
 1	 354	 .560464770079112	-7.60610349443027E-03	 .96703600226911
 1	 355	 .111486302088446	 9.64917315985498E-03	 .928221901318525
 1	 356	 .183276749720436	 3.42939741260013E-02	 .880324533070192
 1	 357	 .141655231842495	 2.61088282117608E-03	 .996440757226564
 1	 358	 .317798271310685	 2.85964882203493E-02	 .911762757239517
 1	 359	 .22507587827935	 3.7794217235977E-03	 .99550094955009
 1	 360	 .301899033461057	-1.14339793708959E-02	 .995260121191408
 1	 361	 .117632468089728	 4.55183878144626E-02	 .365049533611277
 1	 362	 .713458137052162	-2.48240374032097E-02	 .958471715180503
 1	 363	 5.77397168549168E-02	 3.68755670485833E-03	 .848956127347154
 1	 364	 3.08257274914966E-02	 2.5256899157312E-03	 .999086647263706
 1	 365	 .353723277860035	-1.06209914251791E-02	 .993371928627766
 1	 366	 .195875034367469	-2.23982451130252E-03	 .982820751271419
 1	 367	 .415186551433081	-1.30918144758878E-02	 .999699096040952
 1	 368	 4.54779693966309E-02	 8.42729156311539E-04	 .959556670879119
 1	 369	 4.07746982292726E-03	 1.67226106005722E-03	 .462900465468583
 1	 370	 2.42012684849957E-02	 2.08051777014393E-02	 .403863662250142
 1	 371	 9.19274816398293E-02	 1.30981944699865E-02	 .61796704798138
 1	 372	 .175454190157596	 1.41681246564831E-02	 .986711510571082
 1	 373	 2.16721285401996E-03	 2.16067080394973E-03	 .873907662410708
 1	 374	 9.13359934264199E-02	 2.73518889625365E-02	 .282721436803096
 1	 375	 3.10848304843632E-03	 1.43129711992863E-03	 .663275436685697
 1	 376	 .546456333594459	-1.63735494843476E-02	 .989635431318543
 1	 377	 .136957446654826	-6.44243095956427E-03	 .975119428268789
 1	 378	 .353898689651939	-5.38616065882627E-03	 .985934342078648
 1	 379	 9.82174678189216E-02	-2.63273755871593E-05	 .983813065989352
 1	 380	 .327357023035855	 4.18257725671112E-03	 .987783706105139
 1	 381	 6.21204993410182E-02	 1.10332962303594E-02	 .690393280245329
 1	 382	 .32403348929528	-1.14659845998625E-02	 .99696477212073
 1	 383	 .105421240072132	 4.69311253429764E-03	 .965000060805299
 1	 384	 .317794416548341	 1.15982096275225E-02	 .781791431179425
 1	 385	 .568497574812889	-2.05330205680456E-02	 .990785344234091
 1	 386	 2.20375717638064E-04	 4.65063360580841E-03	 7.37936667781264E-04
 1	 387	 .00001	 3.48532192292864E-03	 .23892239780071
 1	 388	 .118274409361161	 3.63365832199458E-04	 .990784198003521
 1	 389	 5.58207138962478E-03	 1.77061437336845E-03	 .770384378896099
 1	 390	 .128628112952271	 6.31795199379422E-03	 .969112843503649
 1	 391	 7.84368315903435E-02	 2.11101197546948E-03	 .994504812943246
